Exported with PreSens Datamanager V2.0.0.57
Date;Time;User;SensorID;SensorName;delta_t;Unit;Value;Unit;Mode;Phase;Unit;Amplitude;Unit;Temp;Unit;patm;Unit;Salinity;Unit;Error;Cal0;Unit;T0;Unit;O2-2nd;Unit;Cal2nd;Unit;T2nd;Unit;CalPressure;Unit;f1;dPhi1;dkSv1;dPhi2;dkSv2;m;Cal Mode;SignalLEDCurrent;ReferenceLEDCurrent;ReferenceAmplitude;DeviceSerial;FwVersion;SensorType;BatchID;Calibration Date;Sensor lot;PreSens calibrated Sensor;Battery Voltage;Unit
03-May-2017;10:34:38;DAVID         ;92698     ;B_12;47561.20;min;262.095;umol/l;humid;28.905;deg;10183;uV;16.046;°C;960.510;mbar;0.0;pmil;0;60.357;deg;20.000;°C;100.000;%a.s.;26.920;deg;20.000;°C;980;mbar;0.8080;-0.08030;0.000433;0.00000;0.000000;29.87;humid;11;50.000;39212;SAAA0004000111;     p1.2.0.6 ;PSt3;151111-1;151111;120802;0;5.136;V;
03-May-2017;10:34:53;DAVID         ;92695     ;B_13;47561.45;min;191.402;umol/l;humid;31.829;deg;16618;uV;17.544;°C;960.620;mbar;0.0;pmil;0;60.357;deg;20.000;°C;100.000;%a.s.;26.920;deg;20.000;°C;980;mbar;0.8080;-0.08030;0.000433;0.00000;0.000000;29.87;humid;11;50.000;39211;SAAA0004000111;     p1.2.0.6 ;PSt3;151111-1;151111;120802;0;5.134;V;
03-May-2017;10:35:04;DAVID         ;92099     ;B_14;47561.63;min;182.498;umol/l;humid;32.343;deg;12343;uV;17.632;°C;960.610;mbar;0.0;pmil;0;60.357;deg;20.000;°C;100.000;%a.s.;26.920;deg;20.000;°C;980;mbar;0.8080;-0.08030;0.000433;0.00000;0.000000;29.87;humid;11;50.000;39206;SAAA0004000111;     p1.2.0.6 ;PSt3;151111-1;151111;120802;0;5.129;V;
03-May-2017;10:35:17;DAVID         ;92693     ;B_15;47561.85;min;224.515;umol/l;humid;29.976;deg;12217;uV;17.640;°C;960.580;mbar;0.0;pmil;0;60.357;deg;20.000;°C;100.000;%a.s.;26.920;deg;20.000;°C;980;mbar;0.8080;-0.08030;0.000433;0.00000;0.000000;29.87;humid;11;50.000;39213;SAAA0004000111;     p1.2.0.6 ;PSt3;151111-1;151111;120802;0;5.127;V;
03-May-2017;10:35:36;DAVID         ;92106     ;B_16;47562.17;min;63.564;umol/l;humid;44.526;deg;15086;uV;17.786;°C;960.500;mbar;0.0;pmil;0;60.357;deg;20.000;°C;100.000;%a.s.;26.920;deg;20.000;°C;980;mbar;0.8080;-0.08030;0.000433;0.00000;0.000000;29.87;humid;11;50.000;39212;SAAA0004000111;     p1.2.0.6 ;PSt3;151111-1;151111;120802;0;5.127;V;
03-May-2017;10:35:43;DAVID         ;92102     ;B_17;47562.29;min;0.895;umol/l;humid;60.201;deg;30133;uV;17.829;°C;960.490;mbar;0.0;pmil;0;60.357;deg;20.000;°C;100.000;%a.s.;26.920;deg;20.000;°C;980;mbar;0.8080;-0.08030;0.000433;0.00000;0.000000;29.87;humid;11;50.000;39213;SAAA0004000111;     p1.2.0.6 ;PSt3;151111-1;151111;120802;0;5.123;V;
03-May-2017;10:35:52;DAVID         ;92211     ;B_18;47562.43;min;30.133;umol/l;humid;51.347;deg;27020;uV;17.857;°C;960.490;mbar;0.0;pmil;0;60.357;deg;20.000;°C;100.000;%a.s.;26.920;deg;20.000;°C;980;mbar;0.8080;-0.08030;0.000433;0.00000;0.000000;29.87;humid;11;50.000;39216;SAAA0004000111;     p1.2.0.6 ;PSt3;151111-1;151111;120802;0;5.116;V;
05-May-2017;11:13:59;DAVID         ;69674     ;B_03;50480.55;min;163.233;umol/l;humid;33.757;deg;11888;uV;16.991;°C;961.120;mbar;0.0;pmil;0;60.370;deg;20.000;°C;100.000;%a.s.;26.840;deg;20.000;°C;974;mbar;0.8080;-0.08030;0.000433;0.00000;0.000000;29.87;humid;11;50.000;38898;SAAA0004000111;     p1.2.0.6 ;PSt3;150616-1;150616;120802;0;5.102;V;
05-May-2017;11:14:08;DAVID         ;69719     ;B_01;50480.70;min;209.601;umol/l;humid;30.864;deg;11258;uV;16.982;°C;961.080;mbar;0.0;pmil;0;60.370;deg;20.000;°C;100.000;%a.s.;26.840;deg;20.000;°C;974;mbar;0.8080;-0.08030;0.000433;0.00000;0.000000;29.87;humid;11;50.000;38900;SAAA0004000111;     p1.2.0.6 ;PSt3;150616-1;150616;120802;0;5.098;V;
05-May-2017;11:14:20;DAVID         ;69676     ;B_02;50480.90;min;209.632;umol/l;humid;30.859;deg;11326;uV;16.990;°C;961.090;mbar;0.0;pmil;0;60.370;deg;20.000;°C;100.000;%a.s.;26.840;deg;20.000;°C;974;mbar;0.8080;-0.08030;0.000433;0.00000;0.000000;29.87;humid;11;50.000;38895;SAAA0004000111;     p1.2.0.6 ;PSt3;150616-1;150616;120802;0;5.096;V;
05-May-2017;11:14:48;DAVID         ;69721     ;B_06;50481.37;min;99.431;umol/l;humid;39.684;deg;20156;uV;16.897;°C;961.010;mbar;0.0;pmil;0;60.370;deg;20.000;°C;100.000;%a.s.;26.840;deg;20.000;°C;974;mbar;0.8080;-0.08030;0.000433;0.00000;0.000000;29.87;humid;11;50.000;38903;SAAA0004000111;     p1.2.0.6 ;PSt3;150616-1;150616;120802;0;5.088;V;
05-May-2017;11:15:02;DAVID         ;69732     ;B_04;50481.60;min;69.029;umol/l;humid;43.837;deg;19593;uV;16.923;°C;961.020;mbar;0.0;pmil;0;60.370;deg;20.000;°C;100.000;%a.s.;26.840;deg;20.000;°C;974;mbar;0.8080;-0.08030;0.000433;0.00000;0.000000;29.87;humid;11;50.000;38902;SAAA0004000111;     p1.2.0.6 ;PSt3;150616-1;150616;120802;0;5.085;V;
05-May-2017;11:15:12;DAVID         ;69847     ;B_05;50481.77;min;145.948;umol/l;humid;35.104;deg;11629;uV;16.938;°C;960.980;mbar;0.0;pmil;0;60.370;deg;20.000;°C;100.000;%a.s.;26.840;deg;20.000;°C;974;mbar;0.8080;-0.08030;0.000433;0.00000;0.000000;29.87;humid;11;50.000;38900;SAAA0004000111;     p1.2.0.6 ;PSt3;150616-1;150616;120802;0;5.083;V;
05-May-2017;11:15:34;DAVID         ;92684     ;B_09;50482.13;min;154.329;umol/l;humid;34.574;deg;15983;uV;17.014;°C;961.080;mbar;0.0;pmil;0;60.357;deg;20.000;°C;100.000;%a.s.;26.920;deg;20.000;°C;980;mbar;0.8080;-0.08030;0.000433;0.00000;0.000000;29.87;humid;11;50.000;38893;SAAA0004000111;     p1.2.0.6 ;PSt3;151111-1;151111;120802;0;5.079;V;
05-May-2017;11:15:41;DAVID         ;69675     ;B_07;50482.25;min;203.936;umol/l;humid;31.165;deg;11752;uV;17.009;°C;961.050;mbar;0.0;pmil;0;60.370;deg;20.000;°C;100.000;%a.s.;26.840;deg;20.000;°C;974;mbar;0.8080;-0.08030;0.000433;0.00000;0.000000;29.87;humid;11;50.000;38891;SAAA0004000111;     p1.2.0.6 ;PSt3;150616-1;150616;120802;0;5.078;V;
05-May-2017;11:15:54;DAVID         ;92101     ;B_08;50482.46;min;195.934;umol/l;humid;31.774;deg;11374;uV;17.032;°C;961.070;mbar;0.0;pmil;0;60.357;deg;20.000;°C;100.000;%a.s.;26.920;deg;20.000;°C;980;mbar;0.8080;-0.08030;0.000433;0.00000;0.000000;29.87;humid;11;50.000;38890;SAAA0004000111;     p1.2.0.6 ;PSt3;151111-1;151111;120802;0;5.071;V;
05-May-2017;11:16:23;DAVID         ;92698     ;B_12;50482.95;min;243.940;umol/l;humid;29.996;deg;10816;uV;15.331;°C;960.980;mbar;0.0;pmil;0;60.357;deg;20.000;°C;100.000;%a.s.;26.920;deg;20.000;°C;980;mbar;0.8080;-0.08030;0.000433;0.00000;0.000000;29.87;humid;11;50.000;38889;SAAA0004000111;     p1.2.0.6 ;PSt3;151111-1;151111;120802;0;5.065;V;
05-May-2017;11:16:31;DAVID         ;92679     ;B_10;50483.08;min;238.219;umol/l;humid;30.257;deg;12765;uV;15.344;°C;960.980;mbar;0.0;pmil;0;60.357;deg;20.000;°C;100.000;%a.s.;26.920;deg;20.000;°C;980;mbar;0.8080;-0.08030;0.000433;0.00000;0.000000;29.87;humid;11;50.000;38887;SAAA0004000111;     p1.2.0.6 ;PSt3;151111-1;151111;120802;0;5.062;V;
05-May-2017;11:16:42;DAVID         ;92675     ;B_11;50483.27;min;253.077;umol/l;humid;29.568;deg;7436;uV;15.373;°C;960.950;mbar;0.0;pmil;0;60.357;deg;20.000;°C;100.000;%a.s.;26.920;deg;20.000;°C;980;mbar;0.8080;-0.08030;0.000433;0.00000;0.000000;29.87;humid;11;50.000;38884;SAAA0004000111;     p1.2.0.6 ;PSt3;151111-1;151111;120802;0;5.062;V;
05-May-2017;11:17:01;DAVID         ;92693     ;B_15;50483.58;min;161.282;umol/l;humid;34.413;deg;14851;uV;16.186;°C;961.080;mbar;0.0;pmil;0;60.357;deg;20.000;°C;100.000;%a.s.;26.920;deg;20.000;°C;980;mbar;0.8080;-0.08030;0.000433;0.00000;0.000000;29.87;humid;11;50.000;38882;SAAA0004000111;     p1.2.0.6 ;PSt3;151111-1;151111;120802;0;5.062;V;
05-May-2017;11:17:08;DAVID         ;92695     ;B_13;50483.70;min;203.134;umol/l;humid;31.717;deg;16960;uV;16.184;°C;961.070;mbar;0.0;pmil;0;60.357;deg;20.000;°C;100.000;%a.s.;26.920;deg;20.000;°C;980;mbar;0.8080;-0.08030;0.000433;0.00000;0.000000;29.87;humid;11;50.000;38883;SAAA0004000111;     p1.2.0.6 ;PSt3;151111-1;151111;120802;0;5.053;V;
05-May-2017;11:17:18;DAVID         ;92099     ;B_14;50483.87;min;241.989;umol/l;humid;29.733;deg;12286;uV;16.183;°C;961.050;mbar;0.0;pmil;0;60.357;deg;20.000;°C;100.000;%a.s.;26.920;deg;20.000;°C;980;mbar;0.8080;-0.08030;0.000433;0.00000;0.000000;29.87;humid;11;50.000;38880;SAAA0004000111;     p1.2.0.6 ;PSt3;151111-1;151111;120802;0;5.053;V;
05-May-2017;11:17:42;DAVID         ;92211     ;B_18;50484.27;min;26.309;umol/l;humid;52.003;deg;27155;uV;18.957;°C;960.960;mbar;0.0;pmil;0;60.357;deg;20.000;°C;100.000;%a.s.;26.920;deg;20.000;°C;980;mbar;0.8080;-0.08030;0.000433;0.00000;0.000000;29.87;humid;11;50.000;38876;SAAA0004000111;     p1.2.0.6 ;PSt3;151111-1;151111;120802;0;5.052;V;
05-May-2017;11:17:51;DAVID         ;92106     ;B_16;50484.42;min;1.197;umol/l;humid;59.985;deg;17541;uV;18.957;°C;961.000;mbar;0.0;pmil;0;60.357;deg;20.000;°C;100.000;%a.s.;26.920;deg;20.000;°C;980;mbar;0.8080;-0.08030;0.000433;0.00000;0.000000;29.87;humid;11;50.000;38876;SAAA0004000111;     p1.2.0.6 ;PSt3;151111-1;151111;120802;0;5.049;V;
05-May-2017;11:18:01;DAVID         ;92102     ;B_17;50484.58;min;0.861;umol/l;humid;60.113;deg;28813;uV;18.949;°C;960.930;mbar;0.0;pmil;0;60.357;deg;20.000;°C;100.000;%a.s.;26.920;deg;20.000;°C;980;mbar;0.8080;-0.08030;0.000433;0.00000;0.000000;29.87;humid;11;50.000;38868;SAAA0004000111;     p1.2.0.6 ;PSt3;151111-1;151111;120802;0;5.048;V;
08-May-2017;10:08:59;DAVID         ;69676     ;B_02;54735.55;min;221.623;umol/l;humid;30.189;deg;11062;uV;17.090;°C;960.730;mbar;0.0;pmil;0;60.370;deg;20.000;°C;100.000;%a.s.;26.840;deg;20.000;°C;974;mbar;0.8080;-0.08030;0.000433;0.00000;0.000000;29.87;humid;11;50.000;39406;SAAA0004000111;     p1.2.0.6 ;PSt3;150616-1;150616;120802;0;5.030;V;
08-May-2017;10:09:06;DAVID         ;69674     ;B_03;54735.67;min;243.729;umol/l;humid;29.131;deg;9715;uV;17.088;°C;960.730;mbar;0.0;pmil;0;60.370;deg;20.000;°C;100.000;%a.s.;26.840;deg;20.000;°C;974;mbar;0.8080;-0.08030;0.000433;0.00000;0.000000;29.87;humid;11;50.000;39415;SAAA0004000111;     p1.2.0.6 ;PSt3;150616-1;150616;120802;0;5.028;V;
08-May-2017;10:09:18;DAVID         ;69719     ;B_01;54735.87;min;262.823;umol/l;humid;28.264;deg;9407;uV;17.194;°C;960.740;mbar;0.0;pmil;0;60.370;deg;20.000;°C;100.000;%a.s.;26.840;deg;20.000;°C;974;mbar;0.8080;-0.08030;0.000433;0.00000;0.000000;29.87;humid;11;50.000;39417;SAAA0004000111;     p1.2.0.6 ;PSt3;150616-1;150616;120802;0;5.022;V;
08-May-2017;10:09:40;DAVID         ;69847     ;B_05;54736.23;min;194.927;umol/l;humid;31.705;deg;10911;uV;16.955;°C;960.570;mbar;0.0;pmil;0;60.370;deg;20.000;°C;100.000;%a.s.;26.840;deg;20.000;°C;974;mbar;0.8080;-0.08030;0.000433;0.00000;0.000000;29.87;humid;11;50.000;39423;SAAA0004000111;     p1.2.0.6 ;PSt3;150616-1;150616;120802;0;5.018;V;
08-May-2017;10:09:48;DAVID         ;69721     ;B_06;54736.37;min;217.228;umol/l;humid;30.459;deg;14285;uV;16.982;°C;960.530;mbar;0.0;pmil;0;60.370;deg;20.000;°C;100.000;%a.s.;26.840;deg;20.000;°C;974;mbar;0.8080;-0.08030;0.000433;0.00000;0.000000;29.87;humid;11;50.000;39416;SAAA0004000111;     p1.2.0.6 ;PSt3;150616-1;150616;120802;0;5.017;V;
08-May-2017;10:10:01;DAVID         ;69732     ;B_04;54736.58;min;200.877;umol/l;humid;31.338;deg;12763;uV;17.008;°C;960.560;mbar;0.0;pmil;0;60.370;deg;20.000;°C;100.000;%a.s.;26.840;deg;20.000;°C;974;mbar;0.8080;-0.08030;0.000433;0.00000;0.000000;29.87;humid;11;50.000;39415;SAAA0004000111;     p1.2.0.6 ;PSt3;150616-1;150616;120802;0;5.011;V;
08-May-2017;10:10:20;DAVID         ;92101     ;B_08;54736.90;min;205.154;umol/l;humid;31.246;deg;11066;uV;17.033;°C;960.700;mbar;0.0;pmil;0;60.357;deg;20.000;°C;100.000;%a.s.;26.920;deg;20.000;°C;980;mbar;0.8080;-0.08030;0.000433;0.00000;0.000000;29.87;humid;11;50.000;39415;SAAA0004000111;     p1.2.0.6 ;PSt3;151111-1;151111;120802;0;5.007;V;
08-May-2017;10:10:28;DAVID         ;92684     ;B_09;54737.04;min;193.362;umol/l;humid;31.918;deg;14044;uV;17.052;°C;960.650;mbar;0.0;pmil;0;60.357;deg;20.000;°C;100.000;%a.s.;26.920;deg;20.000;°C;980;mbar;0.8080;-0.08030;0.000433;0.00000;0.000000;29.87;humid;11;50.000;39415;SAAA0004000111;     p1.2.0.6 ;PSt3;151111-1;151111;120802;0;5.006;V;
08-May-2017;10:10:39;DAVID         ;69675     ;B_07;54737.21;min;237.426;umol/l;humid;29.433;deg;10674;uV;17.057;°C;960.710;mbar;0.0;pmil;0;60.370;deg;20.000;°C;100.000;%a.s.;26.840;deg;20.000;°C;974;mbar;0.8080;-0.08030;0.000433;0.00000;0.000000;29.87;humid;11;50.000;39404;SAAA0004000111;     p1.2.0.6 ;PSt3;150616-1;150616;120802;0;5.002;V;
08-May-2017;10:10:59;DAVID         ;92675     ;B_11;54737.55;min;255.225;umol/l;humid;29.535;deg;6903;uV;15.226;°C;960.520;mbar;0.0;pmil;0;60.357;deg;20.000;°C;100.000;%a.s.;26.920;deg;20.000;°C;980;mbar;0.8080;-0.08030;0.000433;0.00000;0.000000;29.87;humid;11;50.000;39401;SAAA0004000111;     p1.2.0.6 ;PSt3;151111-1;151111;120802;0;4.998;V;
08-May-2017;10:11:09;DAVID         ;92698     ;B_12;54737.71;min;253.027;umol/l;humid;29.617;deg;10634;uV;15.260;°C;960.590;mbar;0.0;pmil;0;60.357;deg;20.000;°C;100.000;%a.s.;26.920;deg;20.000;°C;980;mbar;0.8080;-0.08030;0.000433;0.00000;0.000000;29.87;humid;11;50.000;39400;SAAA0004000111;     p1.2.0.6 ;PSt3;151111-1;151111;120802;0;4.998;V;
08-May-2017;10:11:18;DAVID         ;92679     ;B_10;54737.87;min;268.011;umol/l;humid;28.982;deg;12076;uV;15.256;°C;960.530;mbar;0.0;pmil;0;60.357;deg;20.000;°C;100.000;%a.s.;26.920;deg;20.000;°C;980;mbar;0.8080;-0.08030;0.000433;0.00000;0.000000;29.87;humid;11;50.000;39397;SAAA0004000111;     p1.2.0.6 ;PSt3;151111-1;151111;120802;0;4.993;V;
08-May-2017;10:11:38;DAVID         ;92099     ;B_14;54738.20;min;211.507;umol/l;humid;30.314;deg;13429;uV;18.462;°C;960.630;mbar;0.0;pmil;0;60.357;deg;20.000;°C;100.000;%a.s.;26.920;deg;20.000;°C;980;mbar;0.8080;-0.08030;0.000433;0.00000;0.000000;29.87;humid;11;50.000;39388;SAAA0004000111;     p1.2.0.6 ;PSt3;151111-1;151111;120802;0;4.991;V;
08-May-2017;10:11:45;DAVID         ;92693     ;B_15;54738.32;min;159.810;umol/l;humid;33.528;deg;14256;uV;18.497;°C;960.670;mbar;0.0;pmil;0;60.357;deg;20.000;°C;100.000;%a.s.;26.920;deg;20.000;°C;980;mbar;0.8080;-0.08030;0.000433;0.00000;0.000000;29.87;humid;11;50.000;39381;SAAA0004000111;     p1.2.0.6 ;PSt3;151111-1;151111;120802;0;4.989;V;
08-May-2017;10:11:55;DAVID         ;92695     ;B_13;54738.48;min;236.466;umol/l;humid;29.054;deg;14167;uV;18.506;°C;960.680;mbar;0.0;pmil;0;60.357;deg;20.000;°C;100.000;%a.s.;26.920;deg;20.000;°C;980;mbar;0.8080;-0.08030;0.000433;0.00000;0.000000;29.87;humid;11;50.000;39378;SAAA0004000111;     p1.2.0.6 ;PSt3;151111-1;151111;120802;0;4.986;V;
08-May-2017;10:12:14;DAVID         ;92102     ;B_17;54738.80;min;80.234;umol/l;humid;43.060;deg;21521;uV;15.180;°C;960.580;mbar;0.0;pmil;0;60.357;deg;20.000;°C;100.000;%a.s.;26.920;deg;20.000;°C;980;mbar;0.8080;-0.08030;0.000433;0.00000;0.000000;29.87;humid;11;50.000;39365;SAAA0004000111;     p1.2.0.6 ;PSt3;151111-1;151111;120802;0;4.984;V;
08-May-2017;10:12:23;DAVID         ;92211     ;B_18;54738.95;min;43.237;umol/l;humid;49.286;deg;26734;uV;15.208;°C;960.500;mbar;0.0;pmil;0;60.357;deg;20.000;°C;100.000;%a.s.;26.920;deg;20.000;°C;980;mbar;0.8080;-0.08030;0.000433;0.00000;0.000000;29.87;humid;11;50.000;39362;SAAA0004000111;     p1.2.0.6 ;PSt3;151111-1;151111;120802;0;4.982;V;
08-May-2017;10:12:34;DAVID         ;92106     ;B_16;54739.13;min;54.547;umol/l;humid;47.114;deg;15350;uV;15.226;°C;960.530;mbar;0.0;pmil;0;60.357;deg;20.000;°C;100.000;%a.s.;26.920;deg;20.000;°C;980;mbar;0.8080;-0.08030;0.000433;0.00000;0.000000;29.87;humid;11;50.000;39361;SAAA0004000111;     p1.2.0.6 ;PSt3;151111-1;151111;120802;0;4.978;V;
10-May-2017;10:37:39;DAVID         ;69719     ;B_01;57644.21;min;206.547;umol/l;humid;31.090;deg;11444;uV;16.835;°C;953.200;mbar;0.0;pmil;0;60.370;deg;20.000;°C;100.000;%a.s.;26.840;deg;20.000;°C;974;mbar;0.8080;-0.08030;0.000433;0.00000;0.000000;29.87;humid;11;50.000;39455;SAAA0004000111;     p1.2.0.6 ;PSt3;150616-1;150616;120802;0;4.999;V;
10-May-2017;10:37:48;DAVID         ;69676     ;B_02;57644.37;min;229.727;umol/l;humid;29.865;deg;10224;uV;16.893;°C;953.200;mbar;0.0;pmil;0;60.370;deg;20.000;°C;100.000;%a.s.;26.840;deg;20.000;°C;974;mbar;0.8080;-0.08030;0.000433;0.00000;0.000000;29.87;humid;11;50.000;39463;SAAA0004000111;     p1.2.0.6 ;PSt3;150616-1;150616;120802;0;4.995;V;
10-May-2017;10:37:59;DAVID         ;69674     ;B_03;57644.55;min;229.489;umol/l;humid;29.854;deg;9889;uV;16.948;°C;953.230;mbar;0.0;pmil;0;60.370;deg;20.000;°C;100.000;%a.s.;26.840;deg;20.000;°C;974;mbar;0.8080;-0.08030;0.000433;0.00000;0.000000;29.87;humid;11;50.000;39456;SAAA0004000111;     p1.2.0.6 ;PSt3;150616-1;150616;120802;0;4.993;V;
10-May-2017;10:38:23;DAVID         ;69732     ;B_04;57644.95;min;161.573;umol/l;humid;33.922;deg;14253;uV;16.883;°C;953.120;mbar;0.0;pmil;0;60.370;deg;20.000;°C;100.000;%a.s.;26.840;deg;20.000;°C;974;mbar;0.8080;-0.08030;0.000433;0.00000;0.000000;29.87;humid;11;50.000;39460;SAAA0004000111;     p1.2.0.6 ;PSt3;150616-1;150616;120802;0;4.988;V;
10-May-2017;10:38:33;DAVID         ;69847     ;B_05;57645.12;min;226.396;umol/l;humid;30.026;deg;9226;uV;16.899;°C;953.130;mbar;0.0;pmil;0;60.370;deg;20.000;°C;100.000;%a.s.;26.840;deg;20.000;°C;974;mbar;0.8080;-0.08030;0.000433;0.00000;0.000000;29.87;humid;11;50.000;39454;SAAA0004000111;     p1.2.0.6 ;PSt3;150616-1;150616;120802;0;4.985;V;
10-May-2017;10:38:44;DAVID         ;69721     ;B_06;57645.30;min;248.535;umol/l;humid;28.986;deg;13026;uV;16.908;°C;953.100;mbar;0.0;pmil;0;60.370;deg;20.000;°C;100.000;%a.s.;26.840;deg;20.000;°C;974;mbar;0.8080;-0.08030;0.000433;0.00000;0.000000;29.87;humid;11;50.000;39456;SAAA0004000111;     p1.2.0.6 ;PSt3;150616-1;150616;120802;0;4.984;V;
10-May-2017;10:39:06;DAVID         ;69675     ;B_07;57645.67;min;217.258;umol/l;humid;30.509;deg;10995;uV;16.852;°C;953.210;mbar;0.0;pmil;0;60.370;deg;20.000;°C;100.000;%a.s.;26.840;deg;20.000;°C;974;mbar;0.8080;-0.08030;0.000433;0.00000;0.000000;29.87;humid;11;50.000;39443;SAAA0004000111;     p1.2.0.6 ;PSt3;150616-1;150616;120802;0;4.978;V;
10-May-2017;10:39:14;DAVID         ;92101     ;B_08;57645.80;min;212.636;umol/l;humid;30.911;deg;10670;uV;16.852;°C;953.190;mbar;0.0;pmil;0;60.357;deg;20.000;°C;100.000;%a.s.;26.920;deg;20.000;°C;980;mbar;0.8080;-0.08030;0.000433;0.00000;0.000000;29.87;humid;11;50.000;39445;SAAA0004000111;     p1.2.0.6 ;PSt3;151111-1;151111;120802;0;4.976;V;
10-May-2017;10:39:24;DAVID         ;92684     ;B_09;57645.96;min;209.270;umol/l;humid;31.082;deg;13037;uV;16.878;°C;953.260;mbar;0.0;pmil;0;60.357;deg;20.000;°C;100.000;%a.s.;26.920;deg;20.000;°C;980;mbar;0.8080;-0.08030;0.000433;0.00000;0.000000;29.87;humid;11;50.000;39447;SAAA0004000111;     p1.2.0.6 ;PSt3;151111-1;151111;120802;0;4.973;V;
10-May-2017;10:39:47;DAVID         ;92679     ;B_10;57646.35;min;231.692;umol/l;humid;30.389;deg;12092;uV;15.773;°C;953.090;mbar;0.0;pmil;0;60.357;deg;20.000;°C;100.000;%a.s.;26.920;deg;20.000;°C;980;mbar;0.8080;-0.08030;0.000433;0.00000;0.000000;29.87;humid;11;50.000;39433;SAAA0004000111;     p1.2.0.6 ;PSt3;151111-1;151111;120802;0;4.971;V;
10-May-2017;10:39:55;DAVID         ;92675     ;B_11;57646.48;min;252.492;umol/l;humid;29.421;deg;7373;uV;15.787;°C;953.060;mbar;0.0;pmil;0;60.357;deg;20.000;°C;100.000;%a.s.;26.920;deg;20.000;°C;980;mbar;0.8080;-0.08030;0.000433;0.00000;0.000000;29.87;humid;11;50.000;39429;SAAA0004000111;     p1.2.0.6 ;PSt3;151111-1;151111;120802;0;4.968;V;
10-May-2017;10:40:06;DAVID         ;92698     ;B_12;57646.67;min;250.695;umol/l;humid;29.483;deg;10280;uV;15.829;°C;953.090;mbar;0.0;pmil;0;60.357;deg;20.000;°C;100.000;%a.s.;26.920;deg;20.000;°C;980;mbar;0.8080;-0.08030;0.000433;0.00000;0.000000;29.87;humid;11;50.000;39425;SAAA0004000111;     p1.2.0.6 ;PSt3;151111-1;151111;120802;0;4.963;V;
10-May-2017;10:40:23;DAVID         ;92695     ;B_13;57646.95;min;176.669;umol/l;humid;32.174;deg;16443;uV;18.936;°C;953.220;mbar;0.0;pmil;0;60.357;deg;20.000;°C;100.000;%a.s.;26.920;deg;20.000;°C;980;mbar;0.8080;-0.08030;0.000433;0.00000;0.000000;29.87;humid;11;50.000;39421;SAAA0004000111;     p1.2.0.6 ;PSt3;151111-1;151111;120802;0;4.966;V;
10-May-2017;10:40:32;DAVID         ;92099     ;B_14;57647.10;min;158.561;umol/l;humid;33.419;deg;14593;uV;18.971;°C;953.210;mbar;0.0;pmil;0;60.357;deg;20.000;°C;100.000;%a.s.;26.920;deg;20.000;°C;980;mbar;0.8080;-0.08030;0.000433;0.00000;0.000000;29.87;humid;11;50.000;39420;SAAA0004000111;     p1.2.0.6 ;PSt3;151111-1;151111;120802;0;4.961;V;
10-May-2017;10:40:41;DAVID         ;92693     ;B_15;57647.25;min;207.193;umol/l;humid;30.335;deg;12117;uV;18.981;°C;953.210;mbar;0.0;pmil;0;60.357;deg;20.000;°C;100.000;%a.s.;26.920;deg;20.000;°C;980;mbar;0.8080;-0.08030;0.000433;0.00000;0.000000;29.87;humid;11;50.000;39413;SAAA0004000111;     p1.2.0.6 ;PSt3;151111-1;151111;120802;0;4.960;V;
10-May-2017;10:41:07;DAVID         ;92106     ;B_16;57647.68;min;58.185;umol/l;humid;45.945;deg;16023;uV;16.549;°C;953.100;mbar;0.0;pmil;0;60.357;deg;20.000;°C;100.000;%a.s.;26.920;deg;20.000;°C;980;mbar;0.8080;-0.08030;0.000433;0.00000;0.000000;29.87;humid;11;50.000;39407;SAAA0004000111;     p1.2.0.6 ;PSt3;151111-1;151111;120802;0;4.958;V;
10-May-2017;10:41:15;DAVID         ;92102     ;B_17;57647.82;min;51.071;umol/l;humid;47.247;deg;23141;uV;16.551;°C;953.040;mbar;0.0;pmil;0;60.357;deg;20.000;°C;100.000;%a.s.;26.920;deg;20.000;°C;980;mbar;0.8080;-0.08030;0.000433;0.00000;0.000000;29.87;humid;11;50.000;39405;SAAA0004000111;     p1.2.0.6 ;PSt3;151111-1;151111;120802;0;4.954;V;
10-May-2017;10:41:26;DAVID         ;92211     ;B_18;57648.00;min;87.903;umol/l;humid;41.422;deg;21519;uV;16.568;°C;953.070;mbar;0.0;pmil;0;60.357;deg;20.000;°C;100.000;%a.s.;26.920;deg;20.000;°C;980;mbar;0.8080;-0.08030;0.000433;0.00000;0.000000;29.87;humid;11;50.000;39399;SAAA0004000111;     p1.2.0.6 ;PSt3;151111-1;151111;120802;0;4.953;V;
12-May-2017;12:10:13;DAVID         ;69674     ;B_03;60616.79;min;197.021;umol/l;humid;31.535;deg;10033;uV;17.061;°C;948.880;mbar;0.0;pmil;0;60.370;deg;20.000;°C;100.000;%a.s.;26.840;deg;20.000;°C;974;mbar;0.8080;-0.08030;0.000433;0.00000;0.000000;29.87;humid;11;50.000;39379;SAAA0004000111;     p1.2.0.6 ;PSt3;150616-1;150616;120802;0;4.971;V;
